gx,gy,gz,ax,ay,az
5.6,-0.5,0.3,9.2,1.2,35
6.4,0.8,360,-10,-22.4,-38.4
9,0.9,359.9,-0.6,-13.8,-1.8
7.2,1.5,359.6,2,3.4,20.2
7.2,1,359.5,0.2,14,-39.4
8.1,1.8,359,0.8,6.2,18.8
7.9,2.1,358.4,1.6,-6.2,22.6
8.2,1.7,358.2,0.2,5.8,5
9.4,1.8,358,0.6,-105.2,137.4
11.1,2.2,357.3,-0.6,-1,-68.2
6.7,1.7,357.7,-29.8,-16.2,22
3.8,3.6,357.5,-2.4,-1.4,-10.2
4.4,3,356.4,-2.4,0,-10
5.3,2.7,356,3.6,6.4,19.4
4.3,2.3,356,-4,-1.4,-11.4
5.3,1.9,356.7,0.6,-3.2,-5.4
5.7,1.3,356.6,1.2,-1.4,-5.4
5.2,0.5,355.6,-0.8,0,0.8
4.8,0.5,355.6,-2.4,-5.4,4.2
3.7,0,356,-4.6,-6.2,4.4
3.2,-0.8,356.7,-0.2,-4.4,-4
1.6,-1.4,357.6,-3.4,3.2,-2.6
1.8,-1.8,358.9,1,-5,4.2
2.9,-2.1,1.6,-2,0.2,-6.8
2.6,-1.8,3.7,0,-1.6,4
2.7,-1.4,6,2.8,5.6,1.4
3.1,-0.9,8.9,-3.4,-4.6,5.4
7.3,-0.8,12,-1.8,2.2,-25
6.9,-0.2,14,3.6,-10.6,-5
7.5,1.5,14.4,1.4,-6.4,9.4
7.7,2.6,12.7,-0.4,-4.6,-22.4
4.6,1.6,9.2,8.4,13.6,-4.2
7.8,3.2,7.1,-1,-4.6,-37.6
7.8,2.7,6.6,2.4,7,4.8
11.7,3.5,6.1,-3,18,-97.6
3.6,1.4,6.5,2.2,0,32.4
3.6,1.7,8,-3.6,-17.8,9.2
5,1.4,8.4,1.6,17.4,-31.2
3.5,0.1,8.6,-3,-4.2,-8.2
6.6,-0.2,8.9,2,8.2,-13.8
6.4,-0.3,10,0.2,2.4,-28.6
3.9,-0.9,13.1,-0.4,13,12.4
4.6,0.2,16.5,9.8,16.6,45.4
2,-1.1,19.8,-4.6,-0.2,17
4.5,-1.1,22.1,0.8,24.8,-8.2
4.8,-0.4,25.5,0.8,-0.8,-6.6
3.2,0.8,29.1,4.6,8,18.8
4.6,1.1,29.4,5.6,8.2,12
3,2.4,25,15.6,-17,137.2
13.2,11.5,20,0.8,17.2,-170.6
0.9,19.3,21.3,16,-4.8,58
2.4,20.1,19.3,37.8,-3.4,2.4
4.7,20,14.2,8.2,37,30.8
3.4,18.1,10.4,2,-1.8,11
3.7,15,8.9,7.4,0,9.8
4.3,13.3,7.1,2.2,1.8,-4.2
6,11.3,6.3,2.8,-1.6,0.2
5.7,10.2,4.8,0.4,3.2,6.2
6.9,8.5,3.8,3,4.2,2.2
8.3,6.9,3.6,1.8,-1.6,1.6
9.5,5.5,3.4,4,11,-7.4
9.8,4,2.3,-2.4,-4,-6.2
10.5,4,0.5,1.6,-4.4,-6.8
10.1,3.3,359.2,2.2,-1,7.8
10.1,3.3,357.9,-3.8,1.6,3.2
15.2,4,357.9,1.4,-80.2,137.8
17.5,3.7,359,0,6.8,-59.2
10.4,1.9,359.6,5.4,-9.2,47.8
10.4,2.6,359.9,-2.6,-0.8,26.2
11.7,1.7,1.5,-0.8,-3.4,-8
10.1,1.6,1.4,0.6,0.2,7.6
10.9,1.2,0.1,-1,-19.2,16
11.9,1.2,358.8,3.8,1.6,-3.8
10.4,0.4,358.1,1.2,6.4,3.8
12.6,0.6,357.3,-6.4,-2.2,-17.8
9.9,0,359.4,-3.6,3,12.4
8.7,-1.1,2.3,-4.2,2,9
9.7,0.1,3.3,-6,-2.6,-10.4
10.6,0.1,3.2,0,1,4
10.8,1,2.2,0.8,5.8,12.2
9.5,1,2.8,0.2,-13.2,-1.6
9.2,0.7,3.9,0,0,0
9.2,0.6,3,2.8,7,3
9.7,0.4,2.9,-1,-3.6,0.2
8.5,-0.3,4.3,2,-0.6,11
8.6,0.3,4.7,-1.8,0,5.6
8.6,0.9,5.1,0.6,3.2,-2.6
8.9,1.5,5.3,-1.6,3.6,5
8.8,2.1,5.5,-1.4,8.4,-2
8.5,2.7,5.6,0.2,-5.8,12.2
9.5,3.5,5.6,3.2,2,-15.2
8.5,3.4,3.8,-2.2,-4.8,-8.8
7.1,3.4,2.7,-1,4,-6.8
7.9,3,1.5,-0.2,-4.4,4.4
8.8,2.2,1.4,1.2,6.2,-2
8.9,2.1,1.1,-0.2,-2.6,6.6
7.8,1.7,0.6,-1.2,5.8,4.8
8.5,1.7,0.9,-3,-1,3.2
9.2,1.2,1.6,0.8,4.8,4.6
9.1,1.5,1.9,-1.6,-3.2,1.2
9.3,2,1.4,0.8,1.6,-10
9.5,2.1,1.1,-0.4,-3.2,1.8
9.7,1.9,0.1,-0.4,1,-9.4
9.4,1.4,359.8,3.4,3.2,4.8
9,1.3,359.7,-0.8,-2,8.2
9.9,1.2,359.9,1.2,0.2,-4
9.3,0.9,359.4,-1.8,0,4.2
9.4,0.6,0,-2.6,-4.6,1.6
9.7,0.1,0.9,0.2,4.8,8
9.4,0.9,0.9,-1.6,-2.2,-1.4
9.9,0.8,1.1,0,-4.8,-4
9,1.4,0.7,0.4,-0.4,-11.2
8.9,1.5,359.9,-2.4,-2.2,-6.2
8.2,1.3,359.5,-2.6,1.6,2.8
8.3,1.2,359.8,1,-0.8,5
8.2,0.6,359.7,0.4,-0.8,3.2
8.1,1.2,359.9,-1.4,-1.2,-3.8
7.6,0.9,1.1,-1.2,-2.8,9.6
8.2,1.5,1.7,0.4,-5,-1.4
7.6,1.8,1.9,0.6,1.4,3.6
8,2.3,1.8,2.8,-0.8,-0.2
8,2.7,1,4,0.6,-2
8,3.1,0.2,1.4,-5.4,0.2
8,3.2,359.8,-0.2,-0.2,-7
7.4,3.4,359.1,0.2,-7.4,10.2
6.4,3.3,358.7,0.2,-1.6,4
7.5,3.5,358.6,-1,1,-1.2
7.6,3.7,358.1,-0.4,3,-1
7.8,3.8,355.9,0.4,-1,0
7.6,3.6,355.5,2.2,-1.2,4.8
7.3,3.5,355,-2,-2.6,2.2
7.7,2.9,354.7,-1,7.8,-2.2
7.7,1.9,354.3,1.8,0,6
7.4,1.9,354.5,-1.8,0.8,1.6
7.3,1.5,354.4,-1,-7.2,9.8
8,1.8,354.6,-2,-2.8,-6.6
9.5,1.9,354.6,2.6,-3,-7.6
9.5,2.3,354,-1.8,2.4,0
9.9,2.8,353.8,-0.2,-2.2,-23.8
9,3,353,1,-6.2,-2
7.6,3,351.7,-0.4,-1.4,-2
8.3,2.8,350.6,0.8,-3.6,-1.2
8.1,3,349.8,1.4,4,9.6
7.9,2.3,349.3,0.2,-3.8,6.6
7.8,1.9,349.4,-1,-0.6,-3.4
7.4,1.5,350.2,0.6,-1.8,7
7.3,1.6,350.5,0.6,-0.2,-9.6
7.1,2.2,349.8,-0.2,-6,11.4
6.8,2,349.1,1.8,-0.8,6.8
7.1,2.2,348.2,-1.8,4.6,-11.4
6.8,2.1,347.6,-3.8,0,-5
6.8,1.6,347,0.4,4,14.4
8.6,1,346.4,-1.6,-1.2,-9
7.2,1,346.8,0.4,-3,8.8
7.1,0.7,347.9,-1.2,-2.2,-2.8
7.2,0.7,348.9,0,-1.2,-7.8
6.2,1,349.3,-0.2,0.4,9.8
6.3,1.8,349.4,-0.2,-0.6,-6.8
5.7,2.9,348.2,-1.2,0.2,5.8
6.5,3.1,346.5,1,0.2,-9
6.6,3.2,344.5,-2.4,-1,-6.4
6.9,2.8,344,-3.2,-6.4,-6.8
6.9,2.5,343.2,0.8,-10.8,8
6.3,2,343.4,-1,7.6,-0.2
7.2,1.5,344.3,-0.6,3.2,1.6
7,1.5,344.6,0.8,3,1.4
8,1.7,344.1,0,7.6,4.4
7.2,1.5,343.7,2.4,-3.2,15.2
7.3,1.7,342.5,-0.2,4.2,9.8
7.9,1.4,341.8,2.4,6.6,-3.6
8.1,1.8,340.4,-4.8,4.4,-14.6
8.3,0.7,340.1,-1.6,-1.8,7.2
6.9,0.7,340.6,-3,0,14.4
7.9,0.4,341.8,0,-4.4,-16.6
5.9,-0.6,342.2,3.8,10.6,-10.4
7.3,-0.4,342.7,-2.4,-11.2,11.8
4.6,-0.6,343.3,-2.4,-3,5.4
6.7,0,342.4,-1.4,-4.2,2
5.6,0.1,342.6,3,7.4,-23.8
7.9,0,342.6,-2.6,-3.2,-12.8
5.3,0,342,0.2,-1,16.2
5.9,0.3,341.7,0.6,-5.2,-16.4
7.7,0.6,341.7,0.6,-11.6,32.8
8.3,0.6,342.2,-4.2,-1.6,-8.2
10,1,341.6,-0.2,-5.8,-21.8
8.1,1.2,341.4,-1.6,5.2,5.2
7.5,0.5,340.9,1.4,1,-7
8.5,0.7,340.7,0.6,-5,-7
7.9,0.6,340.9,-3.8,12.2,-7.8
8.1,0,341.5,0.2,-1.2,8.8
7.6,0,342.1,-5.8,-9.2,4.4
7.8,0.2,343,-0.2,0.2,-2.2
8.4,0.5,343.3,1.6,-8.4,10.4
7.7,0.8,343.2,-2.8,-2.2,11.6
8.5,1.7,343.2,-2,6.4,-6.6
8.2,1.8,343.2,0,-1.4,0.2
8,1.7,343.3,0.4,6,-7.6
8.7,1.7,343.5,-1.4,1.4,-10.4
8.8,1.9,342.9,0.6,3,-6.4
8.3,1.5,342.4,1.4,5,3.6
8.9,1.5,342.8,0.4,7.2,-0.8
9.4,1.2,343.5,0,-10,10.2
8.3,1.1,344.2,-0.2,4.6,1.2
9.4,1.8,343.6,-1.2,-2.8,-7
8.5,1.7,342.9,-1.4,3.8,-3
9.2,1.3,343.7,0.6,3.8,-12.6
9.1,0.4,344.1,1,-0.6,10
7.8,0.5,344,-3.2,1.6,-7.8
7.5,0.1,345.5,-2.2,2,5.8
8.7,0.7,346.9,-0.4,-3.6,3.6
9,2,346.8,-0.2,3,-9
8.4,2.8,346.2,2.6,9.6,-1.2
8.8,3.2,345.4,-0.8,-0.4,-5
8.3,3.2,345,4.4,2.6,0.8
8.5,2.5,345.1,6.4,5.6,-8.6
8.2,3.1,344.5,-0.4,-6.6,6
7.4,3.5,343.8,2.6,4.8,0
7.9,4,343.4,0,2.6,1.8
9,4.1,342.4,1.6,-8.4,-2.2
7.9,4.1,341.4,-0.6,-4,9.2
8.2,3.4,341.2,0.6,1,3.4
7.7,3,340.7,-0.2,-2.4,8.4
7.8,1.5,340,5.4,-1.6,6.2
7.5,1.6,339.4,-0.8,-7,-31.8
6.9,0.1,339.7,-5.6,-8,3.6
6.7,0.5,340.5,-2.2,-9.6,11.6
7.9,0.4,342.8,1.2,-0.2,0
8,0.9,342.9,1,-3,5.8
7.6,1,342.6,1,-6.8,13.8
8.1,1.7,341.8,0.8,-5.6,-1
7.9,1.7,340.6,1,-0.6,1.4
8.2,1.5,340.2,1.4,0,0.6
8.4,1.1,340.2,-1.6,1.6,-2
7.8,1,340.6,1.4,3.4,4.4
7.5,0.9,341.2,-1.8,-5.4,3.2
7.7,1,341.1,1.2,5.6,-0.8
8.2,1.1,340.9,-0.4,-5.8,0.6
8,1.2,340.9,-0.8,0,3
7.9,1,340.2,2.2,7.4,-9.4
7.9,0.7,340.1,-1.2,5.6,-4.2
7.5,0.4,340.6,-0.8,-0.6,-9.4
7.2,-0.2,341.1,1.4,-3.8,2.8
6.7,0,341.7,-1.2,-1,6.6
7.4,0.2,341.9,-1.6,-1,-11.4
7.6,0.3,342.1,-1,-4.2,1.8
6.3,0.6,342.2,-2,-2.4,7.2
6.9,1.1,341.9,0.6,-3.2,-2.8
6.4,1.4,341.7,-0.2,-2,8
7,1.9,341.1,-1.2,3,-7.8
6.3,1.8,340.3,0.4,-2.6,8.6
6.3,1.8,339.9,0.2,3.4,-0.8
6.9,1.7,340,-0.8,-0.2,-3.2
6.7,1.4,339.9,-0.6,-5.6,3.2
6.6,1,340.2,0.4,1.8,-1.4
6.5,0.6,340.6,0.6,1.4,-5.6
7,0.3,340.2,0.4,4,-8.4
6.2,0,340.2,1.4,-1.2,8
7,0.2,340.6,-0.4,-1.4,-6.2
6.4,-0.1,340.8,1.2,-5.4,9.8
7,0.1,341.2,1.8,3,-8.4
7,0.5,341.2,-0.6,6.4,3.2
8.1,0.4,341.4,1.8,-2.4,-12.8
7.8,0.4,341.7,0.2,-4.6,9
6.9,0.4,341.8,-0.6,4.2,-2.4
7,0.6,341.5,-1.4,-0.6,-1.4
7.2,0.9,341.6,0,2.4,3.8
6.5,0.4,342,-0.2,0.6,-6
7.2,0.5,342.5,0.4,1.6,-1.8
7.2,0.6,342.4,0.4,-1,3.8
7.3,0.7,342,-0.2,-0.6,-6.2
6.6,0.8,342.5,0.6,0.6,0.2
6.5,1,342.4,1.8,5.6,-2
7.2,1,342.6,0,1,-2.8
8.3,0.9,342.5,-1.6,-0.2,-9.8
7.9,1,342,-2.2,-3.2,7.4
7.9,0.8,342.1,-0.8,-0.6,-4.2
8.1,0.7,342.7,-1.4,5.6,1.8
7.7,0.5,343.5,0,2.6,3
7.9,0.6,344.1,1,-0.8,-6
7.6,1,345.2,0.2,-4,5.6
7.9,2.4,344.7,-2.4,0,-6.6
7.7,2.9,344.4,1.8,-2.4,-6
8,3.3,343.6,-0.6,4.4,-7.2
8.2,3.5,342.5,3.2,5.8,-6.2
8.4,3.5,341.4,1.2,-3.8,-5.8
8.2,3.5,340.8,-0.6,-4.6,6.4
8.2,3.4,340,-0.2,-1.8,-3.2
7.8,2.8,339.6,4,1.2,-4
7.3,2.6,339.1,0.8,1,2.6
7.8,2.2,338.9,-0.6,2.2,-7.6
7.2,1.5,338.7,0.2,-4.2,1.6
7.3,1.1,338.7,-0.4,-2.8,1.2
6.8,0.7,338.5,0.6,-0.4,3.4
7.7,0.5,338.7,-0.6,-5.2,-1.2
7,-0.3,339.4,0,0.6,5
7.7,-0.1,340.1,-3,-1.2,-3.6
7.9,-0.5,340.5,-1.8,3.2,-9.8
7.9,-0.3,340.5,-0.4,-0.2,-5
7.6,-0.8,339.4,3,-0.2,7.2
8.3,-0.8,338.9,2,-5.6,-4
8.4,-1,339,-2.6,0.2,-5.4
8.7,-1.1,340,-2.2,-0.4,-6.4
8.6,-1.5,341,-1.2,4.6,1.6
8.6,-1.3,342.5,-1.2,1,4.8
8.7,-1.3,343.4,-0.6,1.6,5
8.9,-1.2,343.9,-3.4,-2.6,-4
8.8,-1.4,344.4,3,-4.8,6.2
8.7,-1,345.1,0,-1.8,1
8.2,-0.1,345.4,0.6,2.8,-4
9,0.5,345.2,1.4,-5.4,-8
7.6,1.1,344.6,-3,-1.4,20.2
8.8,1.4,344.2,-0.4,-5.6,-1.2
9,0.5,345.5,-1.4,-3,-9.4
8.4,0,346.7,-2,-1.2,1.8
8.3,-0.2,347,-2.2,0.8,-1
8.8,-0.8,347.6,-2.4,7.8,2.2
9.6,-0.6,348.5,-6,5.6,-3.6
9.9,0.3,350.5,-3,7.2,-9
11.3,0.7,350.6,-2.8,-0.8,-8.6
9.9,2.4,353.1,-1.6,5.4,4.8
10.7,2.9,353.3,6.2,0.8,0.2
10.6,3.6,350.8,-4,-6.4,12.8
9.6,3.6,349,-0.4,8.2,4.4
12.1,3.6,348.3,-2.4,-7.8,-1.8
11,2.9,348.6,1,-6.4,11.8
9.7,2.6,349,4.4,-5.8,10.2
10.9,4.1,348.3,1.2,-1.4,-3.4
11.9,4.8,348.7,-3.2,-1,-14
10.8,4.1,348.2,0.6,-6.8,10.6
9.5,3.3,346.7,4,-3.4,4
10.5,3.1,346.4,-0.8,3.4,13.8
10.9,2.7,344.8,2.4,2.4,7.2
10.6,1.7,344.7,-1.2,-5.4,-4
11,1.7,345.4,-6.2,5.6,-13.2
12.1,3,346.3,-3.6,7.8,3.2
12.3,3.2,347.2,8.2,3,-3.4
11.8,2.7,346.6,-1.6,-2.4,3.2
11.9,1.3,344.5,5.6,8.8,4.6
12.7,1.2,343.3,-2.8,-9,-5.6
11,0.7,342.3,0.6,7,-4.4
11.9,1.1,342.9,-5.2,-2.2,-9.6
11.6,1.9,343.8,2,4.6,-3.2
10.2,1.4,344.3,3.6,-7.6,9.8
9.6,2,343.7,3.4,-4.4,0.4
9.7,0.5,343.8,1.6,-3.6,-2.4
10.4,-0.3,343.8,6.2,19.6,17.8
8.8,-0.4,343.9,0.4,9,-18.6
9.4,3,343.7,-1.8,3,13.6
10.5,1.7,343,-2.8,9.6,-5.6
10.1,1.4,342.6,5,-6,21
9.1,2.1,342.1,2,9.2,5.4
10.9,2.1,341.3,-1.4,-8.8,-25.6
8.7,1.3,341.5,-5.2,-3.4,7
7.7,1.8,341.3,3.2,0.2,9.4
9.6,2.9,340.8,3.8,0.8,-4.8
7.7,2.2,340.5,-0.4,-8,8.6
9.4,1.8,340.5,-0.8,-3.8,-9
11.3,0.5,339.4,5,-3.4,2
10.2,0.3,339.5,-3.4,0.2,0
10,-0.3,339.2,5.4,6.6,6.6
11.3,1.5,338.8,-1.4,-0.2,-1
10.2,1.2,338.2,-3,-1.4,1.8
10.8,0.8,338.2,-1,-1,-2.8
11.8,0.2,338.1,1.4,1.2,-13.6
10.9,-1.2,338.3,1,-1.4,-0.4
11.1,-0.5,338,-1.4,-3.2,-11.6
11.3,-0.6,337.4,0.2,-2.6,5.6
11.6,0.9,337.3,-4.8,-7.8,-7.8
10.5,0.1,338.1,-6,-0.4,0.4
11.5,-0.3,337.7,-3.8,4.6,-3.4
10.3,-1.4,337.7,-1,-6.2,-3.4
9.9,-1.2,337.4,-2.6,-1,-3
8.7,-1.3,338,-1.4,-7,8.8
9.9,-0.6,338.6,-3.6,-1,6.2
9,-0.3,339.2,-1.4,12.2,-11.4
9.9,-0.3,339.1,-1.8,9.4,-7.4
11.3,-0.8,338.8,3,5.8,-9
10.9,-0.9,339.4,-1.4,-4.6,0.2
9.8,-0.1,339.6,1.2,-1,4
10.6,0.8,339.2,-1.8,7,-5.6
9.2,0,338.6,0.2,-8,14.4
8.9,0.1,338.2,0.8,-2.2,-12.4
9.2,-0.5,338.4,3,1.6,-5.6
9.7,-1.1,339.7,-2.4,2,-15
8.6,-1.5,341.3,-0.8,-2,20.4
11,-0.1,342,-0.2,-0.8,-37.6
10.5,-0.2,341.7,5.8,4.8,-36
6.6,-0.1,340.8,1.4,-0.8,12.2
7,0.2,340.9,-2.2,3.4,-13.2
5.1,0,341.9,0.8,-4.2,16.4
7.7,1.1,342.3,0.2,-4.6,-22
6.7,1.6,342.4,-1.8,-4.2,7.2
7.4,1.1,341.7,2.6,-6.4,-24.8
7.9,2.6,341.6,-4.8,-6.4,3.6
8.3,1.4,341.7,4.2,7.2,-0.8
7.9,1.4,342,-3.6,-3.4,1
7.3,1.3,342.9,-1.8,2.4,0.4
7.8,1.9,343.8,-1.4,0.2,-11
7.3,2,343.8,3.2,4,9.6
8.7,2.7,342.9,-1,-3.2,-21
7,2.8,342,-0.2,3.6,10
9.7,2,342.5,4.2,-3.2,6
9.1,2,342.9,0,-6,-1.8
8.5,1.8,343.1,2,-5.8,-5.2
8.3,2.4,342.9,1.8,-0.8,2.8
7.2,2.9,341.6,0.6,-5,3.2
7.3,3,341.2,-4.6,-1.4,-13.2
7.9,2.4,341.2,5,-5.2,14.8
6.5,1.2,342,-0.8,-11.2,-0.4
7.8,1.2,342.6,-0.8,-0.4,-11.4
6.5,1.3,343.1,-4.2,14,8
7.6,1.6,342.8,-1.8,2.4,-11.6
7.9,2.1,342.1,-0.4,-5.2,-0.4
7,1.6,342.4,1,2.8,-10.4
6.9,1.1,342.8,3.4,-4,1.2
6.5,1.2,343.5,3.4,0.4,-2.6
6.2,1.3,343.6,-2.6,5.8,10.6
6.2,2,343,0.4,-5.8,-0.6
5.7,2,342.7,0.6,2,-0.6
5.9,2.1,342.3,0.2,1.6,3.2
7,1.8,342,-3.2,-6.8,-1.2
6.4,0.8,342.2,-0.8,-0.4,8
6,0.7,343.3,-0.4,2.8,-6.8
7,1.4,343.3,-1.6,-3.6,-0.6
6.4,1,343.5,-3,-0.6,-0.8
6,0.9,343.2,1,1.4,-0.6
6.2,0.6,343.3,-2,-1.4,-6.6
6.3,1.2,343.4,-1.4,-3.6,1.4
7.4,1.2,343.7,1.8,5.8,-6.6
6.9,1.4,344.1,-3.8,-2,-7.8
7.1,1.9,343.6,1.2,-5.8,-10
5.9,1.8,343.4,1.2,-0.6,-3.6
6.9,1.1,343.5,-0.6,5.2,17.6
5.7,0.5,344.2,-2,3.2,-2.4
5.8,1,344.6,-1.4,5.8,2.8
5.5,0.7,345.4,4,4,11.2
6.2,1.9,344.6,3.8,-5.6,-16
6.8,2.1,344.1,0.6,-0.6,13.8
5,1.4,344.1,-1.6,-1.2,-2.4
7.1,0.8,344.1,1.2,1.2,-5.2
7.1,0.2,344.9,2,-8,4.8
6.2,0.1,345.5,1,11.2,-4
7.3,1,345.8,0.2,3.2,5.4
7,1.1,345.3,-0.2,3.8,-12.2
6.6,1.5,345.4,-1.2,11,10.8
6.7,1.4,345.6,1.4,0.4,2.8
6.3,1.7,345.6,-0.2,-8.8,2.8
5.6,2,345.7,3.2,3.6,-1.6
5.4,2.4,344.9,-0.8,2,4
6.6,2.5,343.8,2.2,3.4,4
6.9,1.7,343.1,1.6,2.8,1.8
7.3,1.3,343.4,-2.2,1,-4
6,1,343.8,-0.6,-3.6,5.2
6.6,0.7,343.8,0.8,-3.4,0
6.9,0.6,343.7,0.2,-1.6,3.8
6.4,0.5,344.1,-2.8,1.8,2.6
5.8,0.6,344.3,0.4,4,7
6,0.5,344.9,-1,-0.6,-14
6.1,1.3,345.4,-0.2,0.8,-10.2
7,1.8,344.7,-1.8,-2.2,-4.6
8.5,2,344.6,-5,-3.2,-11.2
8.1,2.1,344.4,-2.2,-6,1.8
7.9,1.6,343.7,-2.6,-62,3
1.2,0.6,344.1,-0.2,-25.4,-114.2
6.3,1.5,343.7,10,-2.8,-48.8
6,1,343.6,2,-11,19.4
7.2,0.4,343.1,3.6,4.4,12.6
10.9,1.2,343.4,-5.2,11.4,-75.6
1.7,1.5,343.3,-14,-34.4,-53
3.2,0,343.1,-1.6,-5.6,16
4,0.7,343.3,1.4,9.8,6.2
4.2,0.8,343.2,0.6,-2.8,11.2
7.1,2,342.6,-4,-11,-22.2
4,1.5,342.4,5.8,-0.8,-1.6
4.2,2.2,342.5,0.2,-6.8,14.2
5.1,1.6,342.4,3.6,-3.4,17.2
5.2,2.6,342.1,7.6,8,-17
5,3.3,342,0.2,18.8,-16.4
2.7,3.1,339.2,5,22.6,15.2
3.6,4,338.1,3.8,7.8,9
5.3,4.3,336.7,-6.2,-19.8,-23.2
4.3,4.2,335.8,5.6,-5.8,-22.8
0,2.3,332,1,-7.6,5.6
3.3,1.3,330.2,6.8,-14.4,0.4
3.1,-1.9,329.4,7,0.4,-17
5.8,-4.2,331.6,-10.2,-1.4,-14.4
2.1,-7,335.8,-0.4,-6.4,37.2
3.2,-6.9,339,-3.4,-2.6,-45.2
8.5,-7.4,342.8,14,9.6,127.4
0.6,-6.9,343.9,21.8,-67,21.2
-0.5,-1.5,345,4,-1.8,46.6
-0.2,2.1,344.8,1.8,11.8,40
2.9,3.2,344.4,8,13.2,-7
3.6,3.8,344.4,-3.2,14.2,1.6
4.8,2.9,346,0.8,-22.6,-20
4.9,3.4,349.1,-4.2,14.2,-6.6
8,2.2,351,1.2,8.2,-16.2
10.1,4.4,351.1,-2.6,-14,34
5.3,6.8,350.2,7.2,-42.2,2.2
7.6,7.5,348.7,1,0,7.8
8.1,9.1,348.6,-0.6,1.2,12.2
10.3,8.4,346.9,5.2,0.2,-9.6
8.1,8.4,345.4,-1.2,5.6,-4.8
8,6.1,344,0.6,-6,-7.2
8.8,4.5,342.2,0.6,-2.6,-22
7.3,3.8,342.5,-4,-3.8,-9
8.1,3.6,342.2,-4.8,-9.6,-10.8
9.6,2.6,342.4,2.6,-18.2,20.2
9.1,2,341.9,3.2,-6.4,-12.8
9.1,0.9,341.9,1.6,2.6,3.6
9.7,-0.2,342.4,6.6,0.2,16.8
10.2,-0.2,341.8,-0.4,-5.6,-2.6
9.8,-0.3,341.1,1.2,-8.6,13
10.3,-1.8,341,-2.8,-1.2,-39.6
12.2,-0.5,340.6,11,-49.4,18.8
8,0.6,341.9,-4.4,0.8,-26.6
9.6,0.6,342.3,-3.2,-5.8,-72
8.4,-1.3,341.9,-2.6,-19.8,-1.8
11.6,-3.5,342,-6.2,7,-10.6
6.2,-3.6,342.7,-9.6,-13.4,4.4
7.6,-3.2,343.7,-1,-6.8,5.2
9.2,-2,344.7,-1.2,-3,18.8
9,-0.8,345.7,1.8,4.2,22.2
9.5,-0.4,346.4,2.2,-2.2,19
8.1,0.2,345.7,3.4,6.2,-1.4
10.6,0.5,345.6,-4.8,-23.8,24.2
8.1,1,345.5,-1.6,4.8,-15.6
7.7,2.1,345.2,-1.2,4.6,-6
9.6,3,344.5,1.6,2.4,5.4
8.3,2.9,344.9,-1.4,1.8,-1.8
7.6,2.7,344.8,2.4,-4.8,15
8.2,2,344.3,3.4,4.6,-8.4
8.6,1.1,344.2,0,-0.4,12
7.8,0.9,344,2.8,7,-0.8
8.8,1.2,343.8,-0.6,5.4,7.6
10,1.7,343.2,2.2,-5.8,9.4
8.6,1.2,344,-2,-1,-9
7.5,0.8,344.2,1.2,0.8,11.2
7.1,0.5,343.8,2.8,-3.6,11.2
9.8,1.1,343.8,-7.6,-7.4,-26.6
8.1,0.9,343.5,-1.8,-4.4,-4.4
4.9,1.2,343.8,-0.2,15,-6.8
6,1.3,343.5,0.4,-5.4,-1.4
4.8,1.5,344,3.4,5.4,14.4
4.9,0.2,343.5,0.8,13.6,-1.2
9.6,-0.8,342.8,3,10,-7
7,-1.1,343,1.6,-8.8,-9.2
6.2,-1.5,343,-1,5.8,15.2
7.5,-1.6,344.4,2.2,9.4,8
9.2,-0.4,344.2,2.4,-13.2,-13.4
8.3,0.1,344,2,11.2,-3.6
5.7,-0.1,343.1,-2.2,2.4,12.6
8.9,-0.9,343.2,1,9.6,-6.2
6.4,-1.3,343.6,-1.6,8.2,23.6
5.7,-0.9,343.5,-0.2,17.6,-26
8,0.5,344.6,-6,8.2,-16.6
6.7,0.4,344.4,0.4,4.4,-11.6
7,0.5,344.7,0,-1.6,-5
7,1,344.2,0,-12.6,-4.6
8.6,0.2,344.5,2.2,-0.6,7.4
8.5,0.1,344.5,-2.2,2.6,-6
8.3,0.4,344.3,2.4,4.2,2.8
8.8,0.7,344.9,-3.4,9.2,6.6
9.6,0.6,345.2,3,11,-3.2
9.2,0.7,345.4,-0.6,-1.6,-3.8
9.7,1,345.3,0,-5.2,-9.6
9.9,0.2,345,-1.6,-6.4,2.6
10.3,0.6,345.2,-3.6,3.4,-13
6.9,0.3,345.2,3,-10,35.8
9,0.4,345.6,2.2,4.6,-19.2
7.3,0.6,345.7,-2.6,-1.4,23.4
7.3,1.2,346.1,0,17.6,-5.2
5.5,0.9,346.2,2.2,-0.8,30
5.9,0.5,346.1,4.4,-7.8,12.8
8.3,0.2,345.7,3.8,0.4,22.4
8,1,345.6,0.4,-0.2,12.6
8.5,1.6,345.5,-3.6,7,-11.2
9.5,1.8,345.6,-1,-3,-4.6
7.6,0.8,345.6,-0.4,-1.4,1.8
8.5,1.3,344.9,-2.4,26,-1.2
8.4,0.4,343.7,2,-10.2,7
7.9,-0.2,343.8,-1,0.2,5.6
7.5,-0.1,344.8,0.6,3.8,4.2
8.4,0.3,345.4,-1.4,3.2,-3.2
7.9,0.9,345.8,1.2,1,-9.8
8.4,0.8,346.8,-0.4,4.8,-15
7.2,0.9,346.8,-2.8,-1.4,-6.8
8.4,0.3,345.7,2.4,10.4,-16.2
8.5,0.6,346.3,-6.6,-3.4,-13.8
